onset	duration	Event Type
0.05	6.0069	Picture
18.2572	0	Nothing
18.2572	0	Pulse
20.5372	0	Pulse
22.8171	0	Pulse
24.2612	9.0103	Picture
25.0971	0	Pulse
27.377	0	Pulse
29.657	0	Pulse
31.9369	0	Pulse
34.2169	0	Pulse
36.4969	0	Pulse
38.7768	0	Pulse
40.2796	2.0023	Picture
41.0568	0	Pulse
43.3367	0	Pulse
44.9766	0	Response
45.6166	0	Pulse
45.9286	0	Response
46.3446	0	Response
46.9205	0	Response
47.3765	0	Response
47.5685	0	Response
47.8966	0	Pulse
48.2165	0	Response
48.3125	0	Response
48.9525	0	Response
49.0805	0	Response
49.6485	0	Response
49.8243	0	Response
50.1769	0	Pulse
50.4165	0	Response
50.5045	0	Response
50.7925	0	Response
51.4084	0	Response
51.8566	0	Response
51.9926	0	Response
52.4565	0	Pulse
52.6004	0	Response
52.7044	0	Response
53.2884	0	Response
53.3447	6.0069	Picture
54.7365	0	Pulse
57.0164	0	Pulse
59.2964	0	Pulse
61.5764	0	Pulse
63.8563	0	Pulse
65.3585	9.0104	Picture
66.1363	0	Pulse
68.4162	0	Pulse
70.6962	0	Pulse
72.9761	0	Pulse
75.2561	0	Pulse
77.5361	0	Pulse
79.816	0	Pulse
81.3769	2.0023	Picture
82.096	0	Pulse
84.3759	0	Pulse
86.6559	0	Pulse
86.8318	0	Response
87.3038	0	Response
87.7598	0	Response
87.9038	0	Response
88.9356	0	Pulse
89.2238	0	Response
91.2158	0	Pulse
91.3718	6.0069	Picture
93.4958	0	Pulse
95.7757	0	Pulse
98.0557	0	Pulse
100.336	0	Pulse
102.616	0	Pulse
103.386	9.0104	Picture
104.895	0	Pulse
107.175	0	Pulse
109.456	0	Pulse
111.735	0	Pulse
114.015	0	Pulse
116.295	0	Pulse
118.575	0	Pulse
119.404	2.0023	Picture
120.855	0	Pulse
123.135	0	Pulse
124.287	0	Response
124.791	0	Response
125.199	0	Response
125.359	0	Response
125.415	0	Pulse
127.703	0	Response
127.703	0	Pulse
129.399	6.0069	Picture
129.975	0	Pulse
132.255	0	Pulse
134.535	0	Pulse
136.815	0	Pulse
139.095	0	Pulse
141.375	0	Pulse
143.415	5.0058	Picture
143.655	0	Pulse
145.935	0	Pulse
148.215	0	Pulse
150.495	0	Pulse
152.775	0	Pulse
153.427	2.0023	Picture
155.055	0	Pulse
157.334	0	Pulse
159.614	0	Pulse
161.894	0	Pulse
164.174	0	Pulse
166.454	0	Pulse
167.426	2.0023	Picture
168.734	0	Pulse
171.014	0	Pulse
173.294	0	Pulse
175.574	0	Pulse
177.854	0	Pulse
179.44	5.0058	Picture
180.134	0	Pulse
182.414	0	Pulse
184.694	0	Pulse
186.974	0	Pulse
189.254	0	Pulse
189.451	2.0023	Picture
191.534	0	Pulse
193.814	0	Pulse
196.094	0	Pulse
198.374	0	Pulse
200.654	0	Pulse
202.934	0	Pulse
205.214	0	Pulse
205.365	0	Response
205.974	0	Response
206.23	0	Response
206.374	0	Response
206.758	0	Response
206.845	0	Response
207.062	0	Response
207.494	0	Pulse
209.774	0	Pulse
211.443	6.0069	Picture
212.054	0	Pulse
214.333	0	Pulse
216.613	0	Pulse
218.893	0	Pulse
221.173	0	Pulse
225.459	5.0057	Picture
235.471	2.0023	Picture
250.565	0	Response
257.463	6.0069	Picture
268.476	8.0093	Picture
283.493	2.0023	Picture
287.884	0	Response
288.284	0	Response
288.42	0	Response
289.892	0	Response
290.7	0	Response
290.764	0	Response
291.388	0	Response
291.716	0	Response
291.956	0	Response
292.18	0	Response
292.564	0	Response
292.62	6.0069	Picture
303.633	8.0092	Picture
318.65	2.0023	Picture
323.643	0	Response
323.971	0	Response
324.251	0	Response
324.643	0	Response
324.883	0	Response
325.051	0	Response
325.339	0	Response
325.435	0	Response
326.219	0	Response
327.644	6.0069	Picture
338.656	8.0092	Picture
353.674	2.0023	Picture
359.154	0	Response
359.714	0	Response
360.219	0	Response
360.339	0	Response
361.522	0	Response
361.594	0	Response
362.067	0	Response
362.667	6.0069	Picture
377.685	6.0069	Picture
389.699	2.0023	Picture
397.938	0	Response
398.426	0	Response
398.746	0	Response
398.866	0	Response
399.25	0	Response
399.338	0	Response
400.154	0	Response
400.674	0	Response
400.922	0	Response
401.458	0	Response
401.986	0	Response
405.7	6.0069	Picture
420.718	6.0069	Picture
432.731	2.0023	Picture
440.585	0	Response
440.833	0	Response
441.073	0	Response
441.241	0	Response
441.353	0	Response
441.489	0	Response
442.049	0	Response
448.733	6.0069	Picture
463.75	6.007	Picture
475.764	2.0023	Picture
483.656	0	Response
484.536	0	Response
484.904	0	Response
485	0	Response
485.4	0	Response
485.464	0	Response
486.408	0	Response
491.766	6.0069	Picture
503.78	8.0092	Picture
518.797	2.0024	Picture
527.791	2.0023	Picture
537.802	8.0092	Picture
552.82	2.0024	Picture
563.359	0	Response
563.527	0	Response
563.935	0	Response
564.047	0	Response
564.87	0	Response
567.804	6.0069	Picture
579.817	8.0092	Picture
594.835	2.0023	Picture
604.51	0	Response
605.526	0	Response
605.75	0	Response
605.87	0	Response
606.014	0	Response
606.11	0	Response
606.262	0	Response
606.366	0	Response
607.014	0	Response
607.094	0	Response
607.63	0	Response
609.819	6.0069	Picture
620.831	8.0092	Picture
634.847	2.0023	Picture
646.437	0	Response
646.653	0	Response
646.981	0	Response
647.077	0	Response
647.677	0	Response
650.832	6.0069	Picture
661.845	8.0092	Picture
675.861	2.0023	Picture
686.857	2.0023	Picture
695.868	8.0092	Picture
709.884	2.0023	Picture
721.236	0	Response
722.004	0	Response
722.22	0	Response
722.683	0	Response
723.316	0	Response
725.869	6.0069	Picture
740.886	8.0093	Picture
752.131	0	Response
752.355	0	Response
756.905	2.0023	Picture
763.531	0	Response
764.659	0	Response
766.467	0	Response
771.889	6.0069	Picture
786.906	8.0092	Picture
802.924	2.0023	Picture
809.562	0	Response
809.818	0	Response
810.57	0	Response
811.066	0	Response
811.442	0	Response
811.842	0	Response
812.13	0	Response
812.25	0	Response
813.01	0	Response
813.066	0	Response
813.594	0	Response
817.908	6.007	Picture
832.925	8.0093	Picture
848.944	2.0023	Picture
855.729	0	Response
856.225	0	Response
856.585	0	Response
857.369	0	Response
857.697	0	Response
859.057	0	Response
859.897	0	Response
863.928	6.0069	Picture
874.941	5.0057	Picture
884.192	0	Response
884.856	0	Response
884.952	2.0023	Picture
886.744	0	Response
887.032	0	Response
887.696	0	Response
887.984	0	Response
889.512	0	Response
889.952	0	Response
890.92	0	Response
891.432	0	Response
892.88	0	Response
893.16	0	Response
893.672	0	Response
893.992	0	Response
894.648	0	Response
895.04	0	Response
895.872	0	Response
896.304	0	Response
898.688	0	Response
899.192	0	Response
899.456	0	Response
901.592	0	Response
902.24	0	Response
903.957	6.0069	Picture
914.97	5.0057	Picture
923.864	0	Response
924.064	0	Response
924.981	2.0023	Picture
928.648	0	Response
928.88	0	Response
932.456	0	Response
932.703	0	Response
934.831	0	Response
935.007	0	Response
937.087	0	Response
937.279	0	Response
939.271	0	Response
939.447	0	Response
940.135	0	Response
940.255	0	Response
941.111	0	Response
941.839	0	Response
942.423	0	Response
942.527	0	Response
943.199	0	Response
943.295	0	Response
943.791	0	Response
943.855	0	Response
944.271	0	Response
944.337	6.0069	Picture
955.35	5.0058	Picture
965.361	2.0023	Picture
979.361	2.0023	Picture
988.371	8.0092	Picture
1005.39	2.0023	Picture
1009.31	0	Response
1009.47	0	Response
1009.89	0	Response
1009.98	0	Response
1010.77	0	Response
1010.85	0	Response
1011.33	0	Response
1013.38	6.0069	Picture
1024.4	8.0092	Picture
1039.84	0	Response
1041.42	2.0024	Picture
1042.84	0	Response
1042.93	0	Response
1042.97	0	Response
1043.84	0	Response
1043.93	0	Response
1044.17	0	Response
1044.17	0	Response
1044.26	0	Response
1044.37	0	Response
1044.38	0	Response
1044.4	2.0023	Picture
1044.52	0	Response
1044.53	0	Response
1044.61	0	Response
1044.72	0	Response
1044.73	0	Response
1044.88	0	Response
1044.89	0	Response
1044.99	0	Response
1045.07	0	Response
1045.09	0	Response
1045.22	0	Response
1045.25	0	Response
1045.43	0	Response
1045.43	0	Response
1053.41	8.0092	Picture
1060.45	0	Response
1060.64	0	Response
1061.09	0	Response
1063.16	0	Response
1063.36	0	Response
1065.5	0	Response
1069.95	0	Response
1070.13	0	Response
1070.35	0	Response
1070.43	2.0023	Picture
1070.52	0	Response
1073.01	0	Response
1073.22	0	Response
1073.45	0	Response
1073.65	0	Response
1073.97	0	Response
1074.6	0	Response
1074.93	0	Response
1075.09	0	Response
1075.58	0	Response
1075.67	0	Response
1076.32	0	Response
1076.43	0	Response
1076.51	0	Response
1076.87	0	Response
1077.78	0	Response
1078.42	6.0069	Picture
1093.44	7.0081	Picture
1102.27	0	Response
1103.2	0	Response
1106.46	2.0023	Picture
1107.38	0	Response
1108	0	Response
1109.28	0	Response
1109.96	0	Response
1111.39	0	Response
1112.45	2.0023	Picture
1125.46	7.0081	Picture
1127.28	0	Response
1127.79	0	Response
1128.3	0	Response
1129.52	0	Response
1130.32	0	Response
1131.08	0	Response
1131.44	0	Response
1131.86	0	Response
1132.72	0	Response
1133.44	0	Response
1133.98	0	Response
1134.36	0	Response
1134.92	0	Response
1135.95	0	Response
1136.33	0	Response
1137.26	0	Response
1137.67	0	Response
1138.08	0	Response
1138.48	2.0023	Picture
1138.94	0	Response
1139.08	0	Response
1145.45	0	Response
1145.8	0	Response
1145.98	0	Response
1146.36	0	Response
1146.8	0	Response
1146.89	0	Response
1147.41	0	Response
1147.52	0	Response
1148.44	0	Response
1148.49	0	Response
1148.99	0	Response
1153.48	6.0069	Picture
1168.5	7.008	Picture
1181.51	2.0023	Picture
1188.23	0	Response
1190.27	0	Response
1190.53	0	Response
1190.67	0	Response
1190.8	0	Response
1190.93	0	Response
1191.42	0	Response
1191.52	0	Response
1192.22	0	Response
1192.31	0	Response
1193.41	0	Response
1196.51	6.0069	Picture
1211.53	7.0081	Picture
1227.55	2.0023	Picture
1237.57	0	Response
1237.92	0	Response
1238.1	0	Response
1238.75	0	Response
1239.58	0	Response
1240.25	0	Response
1240.81	0	Response
1245.53	6.0069	Picture
1260.55	7.008	Picture
1276.57	2.0023	Picture
1288.34	0	Response
1288.46	0	Response
1288.96	0	Response
1290.73	0	Response
1291.06	0	Response
1291.21	0	Response
1292.05	0	Response
1292.14	0	Response
1293.4	0	Response
1294.56	6.0069	Picture
1309.57	7.008	Picture
1325.59	2.0023	Picture
1338.27	0	Response
1343.58	6.0069	Picture
1354.59	6.007	Picture
1365.61	2.0023	Picture
1374.59	0	Response
1374.74	0	Response
1376.1	0	Response
1376.2	0	Response
1376.68	0	Response
1378.6	6.0069	Picture
1389.62	6.0069	Picture
1400.63	2.0023	Picture
1409.53	0	Response
1410.28	0	Response
1410.67	0	Response
1410.81	0	Response
1412.33	0	Response
1413.63	6.0069	Picture
1419.72	0	Response
1419.78	0	Response
1419.86	0	Response
1420.23	0	Response
1420.25	0	Response
1420.47	0	Response
1420.49	0	Response
1420.49	0	Response
1420.76	0	Response
1420.79	0	Response
1420.94	0	Response
1420.94	0	Response
1420.97	0	Response
1421.21	0	Response
1421.24	0	Response
1421.37	0	Response
1421.38	0	Response
1421.41	0	Response
1421.68	0	Response
1421.68	0	Response
1424.64	6.007	Picture
1435.65	2.0023	Picture
1444.21	0	Response
1445.28	0	Response
1445.8	0	Response
1448.65	6.0069	Picture
1460.66	8.0092	Picture
1473.68	2.0023	Picture
1480.65	0	Response
1484.29	0	Response
1484.81	0	Response
1484.88	6.0069	Picture
1496.89	8.0092	Picture
1509.9	2.0023	Picture
1516.07	0	Response
1516.2	0	Response
1516.86	0	Response
1520.9	6.0069	Picture
1524.27	0	Response
1532.91	8.0092	Picture
1545.93	2.0023	Picture
1552.53	0	Response
1553.6	0	Response
1553.89	0	Response
1554.04	0	Response
1554.16	0	Response
1554.25	0	Response
1554.49	0	Response
1554.64	0	Response
1555.84	0	Response
1555.91	0	Response
1556.25	0	Response
1556.93	6.0069	Picture
1571.94	5.0057	Picture
1583.96	2.0023	Picture
1592.29	0	Response
1593.52	0	Response
1594.39	0	Response
1599.96	6.007	Picture
1614.98	5.0058	Picture
1626.99	2.0023	Picture
1633.98	2.0023	Picture
1647	5.0058	Picture
1659.01	2.0023	Picture
1666.62	0	Response
1667.59	0	Response
1667.95	0	Response
1675.01	6.0069	Picture
1690.03	9.0104	Picture
1704.04	2.0023	Picture
1714.02	0	Response
1714.5	0	Response
1714.51	0	Response
1715.17	0	Response
1715.31	0	Response
1717.06	0	Response
1718.04	0	Response
1718.12	0	Response
1718.57	0	Response
1722.03	6.0069	Picture
1737.05	9.0104	Picture
1751.07	2.0023	Picture
1760.58	0	Response
1761.1	0	Response
1761.86	0	Response
1769.05	6.0069	Picture
1784.07	9.0104	Picture
1798.09	2.0023	Picture
1807.08	2.0023	Picture
1819.09	8.0093	Picture
1832.11	2.0023	Picture
1836.76	0	Response
1838.21	0	Response
1838.71	0	Response
1844.11	6.0069	Picture
1858.12	8.0092	Picture
1871.14	2.0023	Picture
1876.86	0	Response
1877.73	0	Response
1878.2	0	Response
1883.13	6.0069	Picture
1897.15	8.0092	Picture
1910.17	2.0024	Picture
1915.42	0	Response
1915.88	0	Response
1916.44	0	Response
1916.56	0	Response
1917.36	0	Response
1922.16	6.0069	Picture
1934.18	7.0081	Picture
1950.19	2.0023	Picture
1955.4	0	Response
1957.94	0	Response
1958.36	0	Response
1958.49	0	Response
1958.62	0	Response
1958.74	0	Response
